,Speed (mm/s),Pressure (psi),Material,Thivex,Time Period,Batches,Radius,Line Shape,Needle Size,Needle dia (um),AreaA1 (mm2),FlowQ1 (mm3/s),ShearS1 (1/s),ViscosN1 (PaS),Width (um)
152,40,85,DS10,0%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
158,50,85,DS10,0%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
164,20,95,DS10,0%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
170,30,95,DS10,0%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
176,40,95,DS10,0%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
182,50,95,DS10,0%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
188,20,65,DS10,0%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
194,30,65,DS10,0%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
200,40,65,DS10,0%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
206,50,65,DS10,0%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
212,20,75,DS10,0%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
218,30,75,DS10,0%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
224,40,75,DS10,0%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
230,50,75,DS10,0%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
236,20,85,DS10,0%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
242,30,85,DS10,0%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
248,40,85,DS10,0%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
254,50,85,DS10,0%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
260,20,95,DS10,0%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
266,30,95,DS10,0%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
272,40,95,DS10,0%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
278,50,95,DS10,0%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
284,30,65,DS10,1%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1425.197287
290,40,65,DS10,1%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1249.884436
296,50,65,DS10,1%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,1044.729458
302,20,75,DS10,1%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1978.672484
308,30,75,DS10,1%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1515.020297
314,40,75,DS10,1%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1341.445595
320,50,75,DS10,1%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,1076.364649
326,20,85,DS10,1%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,2529.736287
332,30,85,DS10,1%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1929.853847
338,40,85,DS10,1%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1532.491133
344,50,85,DS10,1%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,1296.474103
350,20,95,DS10,1%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,3000.774155
356,30,95,DS10,1%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,2374.177957
362,40,95,DS10,1%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1921.953095
368,50,95,DS10,1%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,1605.291837
374,20,65,DS10,1%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1518.94318
380,30,65,DS10,1%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1125.55335
386,40,65,DS10,1%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1026.763199
392,50,65,DS10,1%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,897.4205327
398,20,75,DS10,1%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1570.268355
404,30,75,DS10,1%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1198.169179
410,40,75,DS10,1%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1000.792832
416,50,75,DS10,1%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,897.1385559
422,20,85,DS10,1%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1951.729385
428,30,85,DS10,1%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1383.442559
434,40,85,DS10,1%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1211.723299
440,50,85,DS10,1%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,1034.780327
446,20,95,DS10,1%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,2097.123642
452,30,95,DS10,1%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1492.444708
458,40,95,DS10,1%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1376.411945
464,50,95,DS10,1%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,1303.482805
470,20,65,DS10,1%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1179.369195
476,30,65,DS10,1%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,856.9321558
482,40,65,DS10,1%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
488,50,65,DS10,1%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
494,20,75,DS10,1%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1342.432356
500,30,75,DS10,1%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,888.1764866
506,40,75,DS10,1%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,851.6627037
512,50,75,DS10,1%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
518,20,85,DS10,1%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1483.75317
524,30,85,DS10,1%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,983.074725
530,40,85,DS10,1%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,900.6426217
536,50,85,DS10,1%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,858.1738335
542,20,95,DS10,1%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1668.487205
548,30,95,DS10,1%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1175.47293
554,40,95,DS10,1%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1101.648785
560,50,95,DS10,1%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,962.2614484
566,30,65,DS10,2%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1285.76492
572,40,65,DS10,2%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1023.582891
578,50,65,DS10,2%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,903.1917836
584,20,75,DS10,2%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1655.51309
590,30,75,DS10,2%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1328.418068
596,40,75,DS10,2%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1085.357579
602,50,75,DS10,2%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,980.6800556
608,20,85,DS10,2%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,2003.219666
614,30,85,DS10,2%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1436.996226
620,40,85,DS10,2%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1220.326245
626,50,85,DS10,2%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,1047.96049
632,20,95,DS10,2%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,2220.400504
638,30,95,DS10,2%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1771.863323
644,40,95,DS10,2%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1417.173319
650,50,95,DS10,2%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,1171.618643
656,20,65,DS10,2%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1455.47545
662,30,65,DS10,2%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,911.1967159
668,40,65,DS10,2%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,847.78514
674,50,65,DS10,2%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
680,20,75,DS10,2%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1524.538876
686,30,75,DS10,2%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1172.927235
692,40,75,DS10,2%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,989.725703
698,50,75,DS10,2%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,780.5166072
704,20,85,DS10,2%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1657.491137
710,30,85,DS10,2%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1259.320277
716,40,85,DS10,2%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1080.497882
722,50,85,DS10,2%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,866.2067392
728,20,95,DS10,2%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,2082.253052
734,30,95,DS10,2%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1376.69919
740,40,95,DS10,2%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1153.951279
746,50,95,DS10,2%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,1019.141481
752,20,65,DS10,2%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,986.8897652
758,30,65,DS10,2%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
764,40,65,DS10,2%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
770,50,65,DS10,2%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
776,20,75,DS10,2%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1100.34563
782,30,75,DS10,2%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,898.1510791
788,40,75,DS10,2%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
794,50,75,DS10,2%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
800,20,85,DS10,2%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1393.578037
806,30,85,DS10,2%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1149.541584
812,40,85,DS10,2%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
818,50,85,DS10,2%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
824,20,95,DS10,2%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1647.290672
830,30,95,DS10,2%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1370.551624
836,40,95,DS10,2%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1140.107768
842,50,95,DS10,2%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
848,30,65,DS30,0%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
854,40,65,DS30,0%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
860,50,65,DS30,0%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
866,20,75,DS30,0%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
872,30,75,DS30,0%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
878,40,75,DS30,0%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
884,50,75,DS30,0%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
890,20,85,DS30,0%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
896,30,85,DS30,0%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
902,40,85,DS30,0%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
908,50,85,DS30,0%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
914,20,95,DS30,0%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
920,30,95,DS30,0%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
926,40,95,DS30,0%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
932,50,95,DS30,0%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
938,20,65,DS30,0%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
944,30,65,DS30,0%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
950,40,65,DS30,0%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
956,50,65,DS30,0%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
962,20,75,DS30,0%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
968,30,75,DS30,0%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
974,40,75,DS30,0%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
980,50,75,DS30,0%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
986,20,85,DS30,0%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
992,30,85,DS30,0%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
998,40,85,DS30,0%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
1004,50,85,DS30,0%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
1010,20,95,DS30,0%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
1016,30,95,DS30,0%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
1022,40,95,DS30,0%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
1028,50,95,DS30,0%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
1034,20,65,DS30,0%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
1040,30,65,DS30,0%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
1046,40,65,DS30,0%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
1052,50,65,DS30,0%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
1058,20,75,DS30,0%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
1064,30,75,DS30,0%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
1070,40,75,DS30,0%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
1076,50,75,DS30,0%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
1082,20,85,DS30,0%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
1088,30,85,DS30,0%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
1094,40,85,DS30,0%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
1100,50,85,DS30,0%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
1106,20,95,DS30,0%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
1112,30,95,DS30,0%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
1118,40,95,DS30,0%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
1124,50,95,DS30,0%,Phase3: After 60 mins,Batch 3,2,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
1130,30,65,DS30,1%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1755.588307
1136,40,65,DS30,1%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1439.74693
1142,50,65,DS30,1%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,1300.573001
1148,20,75,DS30,1%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,2653.071081
1154,30,75,DS30,1%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1993.931626
1160,40,75,DS30,1%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1584.07415
1166,50,75,DS30,1%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,1379.226791
1172,20,85,DS30,1%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,3010.878602
1178,30,85,DS30,1%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,2305.028843
1184,40,85,DS30,1%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1708.976902
1190,50,85,DS30,1%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,1609.170046
1196,20,95,DS30,1%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,3318.20393
1202,30,95,DS30,1%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,2591.708158
1208,40,95,DS30,1%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1913.522555
1214,50,95,DS30,1%,Phase1: First 30 mins,Batch 3,2,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,1649.223098
1220,20,65,DS30,1%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,2170.367655
1226,30,65,DS30,1%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1502.115414
1232,40,65,DS30,1%,Phase2: 30 mins to 60 min,Batch 3,2,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1192.246469
