,Speed (mm/s),Pressure (psi),Material,Thivex,Time Period,Batches,Radius,Line Shape,Needle Size,Needle dia (um),AreaA1 (mm2),FlowQ1 (mm3/s),ShearS1 (1/s),ViscosN1 (PaS),Width (um)
1168,50,75,DS30,1%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,1488.019798
1174,20,85,DS30,1%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,3020.070192
1180,30,85,DS30,1%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,2260.190561
1186,40,85,DS30,1%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1775.033738
1192,50,85,DS30,1%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,1528.650776
1198,20,95,DS30,1%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,3215.165029
1204,30,95,DS30,1%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,2558.894759
1210,40,95,DS30,1%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1900.274144
1216,50,95,DS30,1%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,1572.113535
1222,20,65,DS30,1%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,2094.357518
1228,30,65,DS30,1%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1517.755427
1234,40,65,DS30,1%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1190.234499
1240,50,65,DS30,1%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,1016.555185
1246,20,75,DS30,1%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,2319.968642
1252,30,75,DS30,1%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1650.849643
1258,40,75,DS30,1%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1302.687435
1264,50,75,DS30,1%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,1097.362699
1270,20,85,DS30,1%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,2717.733611
1276,30,85,DS30,1%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,2079.805296
1282,40,85,DS30,1%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1631.629203
1288,50,85,DS30,1%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,1270.156326
1294,20,95,DS30,1%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,2938.029105
1300,30,95,DS30,1%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,2292.438204
1306,40,95,DS30,1%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,2029.563649
1312,50,95,DS30,1%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,1407.992611
1318,20,65,DS30,1%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1357.144825
1324,30,65,DS30,1%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1020.822392
1330,40,65,DS30,1%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,880.1790337
1336,50,65,DS30,1%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,780.4022633
1342,20,75,DS30,1%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1682.990307
1348,30,75,DS30,1%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1163.820594
1354,40,75,DS30,1%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,988.6022487
1360,50,75,DS30,1%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,767.1815056
1366,20,85,DS30,1%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,2032.341484
1372,30,85,DS30,1%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1339.169749
1378,40,85,DS30,1%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1150.176651
1384,50,85,DS30,1%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,915.0060894
1390,20,95,DS30,1%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,2334.663213
1396,30,95,DS30,1%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1713.449781
1402,40,95,DS30,1%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1310.013571
1408,50,95,DS30,1%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,1113.584752
1414,30,65,DS30,2%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1798.856894
1420,40,65,DS30,2%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1424.591311
1426,50,65,DS30,2%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,1108.253847
1432,20,75,DS30,2%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,2660.527515
1438,30,75,DS30,2%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1975.435911
1444,40,75,DS30,2%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1474.686582
1450,50,75,DS30,2%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,1275.846929
1456,20,85,DS30,2%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,3045.065387
1462,30,85,DS30,2%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,2207.173135
1468,40,85,DS30,2%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1804.166479
1474,50,85,DS30,2%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,1512.832714
1480,20,95,DS30,2%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,3302.882384
1486,30,95,DS30,2%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,2464.798828
1492,40,95,DS30,2%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1988.126585
1498,50,95,DS30,2%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,1558.735082
1504,20,65,DS30,2%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1698.439417
1510,30,65,DS30,2%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1290.882374
1516,40,65,DS30,2%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,991.8216577
1522,50,65,DS30,2%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
1528,20,75,DS30,2%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,2001.241683
1534,30,75,DS30,2%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1327.461111
1540,40,75,DS30,2%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1059.777227
1546,50,75,DS30,2%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,996.8849131
1552,20,85,DS30,2%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,2340.398941
1558,30,85,DS30,2%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1502.156635
1564,40,85,DS30,2%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1273.334753
1570,50,85,DS30,2%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,1080.632382
1576,20,95,DS30,2%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,2447.639524
1582,30,95,DS30,2%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,2024.715747
1588,40,95,DS30,2%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1508.040621
1594,50,95,DS30,2%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,1323.272264
1600,20,65,DS30,2%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1140.851959
1606,30,65,DS30,2%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1035.590003
1612,40,65,DS30,2%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
1618,50,65,DS30,2%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
1624,20,75,DS30,2%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1509.428112
1630,30,75,DS30,2%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1204.110639
1636,40,75,DS30,2%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1015.407682
1642,50,75,DS30,2%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,955.9837074
1648,20,85,DS30,2%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1629.866904
1654,30,85,DS30,2%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1177.112792
1660,40,85,DS30,2%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1121.584327
1666,50,85,DS30,2%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,952.0096743
1672,20,95,DS30,2%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1717.943255
1678,30,95,DS30,2%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1316.524914
1684,40,95,DS30,2%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1261.300757
1690,50,95,DS30,2%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,1173.852729
1696,30,65,SS960,0%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1155.07162
1702,40,65,SS960,0%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,917.6942034
1708,50,65,SS960,0%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,823.3056973
1714,20,75,SS960,0%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1782.484045
1720,30,75,SS960,0%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1262.349908
1726,40,75,SS960,0%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,954.641492
1732,50,75,SS960,0%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,832.4104511
1738,20,85,SS960,0%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1959.177844
1744,30,85,SS960,0%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1447.374559
1750,40,85,SS960,0%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1195.82084
1756,50,85,SS960,0%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,867.1364524
1762,20,95,SS960,0%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,2119.39799
1768,30,95,SS960,0%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1664.388484
1774,40,95,SS960,0%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1260.010038
1780,50,95,SS960,0%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,1000.28327
1786,20,65,SS960,0%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1324.781835
1792,30,65,SS960,0%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,853.5850481
1798,40,65,SS960,0%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,785.6575149
1804,50,65,SS960,0%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,826.1808177
1810,20,75,SS960,0%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1344.267341
1816,30,75,SS960,0%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,971.074183
1822,40,75,SS960,0%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,897.6869703
1828,50,75,SS960,0%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,810.6677912
1834,20,85,SS960,0%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1506.322635
1840,30,85,SS960,0%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1068.261835
1846,40,85,SS960,0%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,871.5419732
1852,50,85,SS960,0%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,894.7995819
1858,20,95,SS960,0%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1869.841726
1864,30,95,SS960,0%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1325.60318
1870,40,95,SS960,0%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1017.863534
1876,50,95,SS960,0%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,833.9831111
1882,20,65,SS960,0%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1066.898948
1888,30,65,SS960,0%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
1894,40,65,SS960,0%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
1900,50,65,SS960,0%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
1906,20,75,SS960,0%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1153.532072
1912,30,75,SS960,0%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,873.1363811
1918,40,75,SS960,0%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
1924,50,75,SS960,0%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
1930,20,85,SS960,0%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1431.61222
1936,30,85,SS960,0%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1014.016277
1942,40,85,SS960,0%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,829.5551504
1948,50,85,SS960,0%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,674.3477988
1954,20,95,SS960,0%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1515.794669
1960,30,95,SS960,0%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1068.250621
1966,40,95,SS960,0%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,978.4693459
1972,50,95,SS960,0%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,778.0077192
1978,30,65,SS960,1%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
1984,40,65,SS960,1%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
1990,50,65,SS960,1%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
1996,20,75,SS960,1%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,728.7768299
2002,30,75,SS960,1%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
2008,40,75,SS960,1%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
2014,50,75,SS960,1%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
2020,20,85,SS960,1%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,792.0445393
2026,30,85,SS960,1%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,609.6734961
2032,40,85,SS960,1%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,563.0176341
2038,50,85,SS960,1%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
2044,20,95,SS960,1%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,825.1945284
2050,30,95,SS960,1%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,709.9830597
2056,40,95,SS960,1%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,677.7719639
2062,50,95,SS960,1%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
2068,20,65,SS960,1%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
2074,30,65,SS960,1%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
2080,40,65,SS960,1%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
2086,50,65,SS960,1%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
2092,20,75,SS960,1%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
2098,30,75,SS960,1%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
2104,40,75,SS960,1%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
2110,50,75,SS960,1%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
2116,20,85,SS960,1%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,677.0341727
2122,30,85,SS960,1%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
2128,40,85,SS960,1%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
2134,50,85,SS960,1%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
2140,20,95,SS960,1%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,726.3703957
2146,30,95,SS960,1%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
2152,40,95,SS960,1%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
2158,50,95,SS960,1%,Phase2: 30 mins to 60 min,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
2164,20,65,SS960,1%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
2170,30,65,SS960,1%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
2176,40,65,SS960,1%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
2182,50,65,SS960,1%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
2188,20,75,SS960,1%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
2194,30,75,SS960,1%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
2200,40,75,SS960,1%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
2206,50,75,SS960,1%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
2212,20,85,SS960,1%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
2218,30,85,SS960,1%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
2224,40,85,SS960,1%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
2230,50,85,SS960,1%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
2236,20,95,SS960,1%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
2242,30,95,SS960,1%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
2248,40,95,SS960,1%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
2254,50,95,SS960,1%,Phase3: After 60 mins,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
2260,30,65,SS960,2%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
2266,40,65,SS960,2%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
2272,50,65,SS960,2%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
2278,20,75,SS960,2%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,774.0295287
2284,30,75,SS960,2%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
2290,40,75,SS960,2%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
2296,50,75,SS960,2%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
2302,20,85,SS960,2%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,828.3012423
2308,30,85,SS960,2%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,640.2916368
2314,40,85,SS960,2%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,604.13883
2320,50,85,SS960,2%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
2326,20,95,SS960,2%,Phase1: First 30 mins,Batch 5,3,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,932.604671
